"","X","Patch","National.Database.Number","State","Latitude","Longitude","Observation.Date","Estimated_Infection_Date","Sex","Age.Class","Lat"
"1",29,"Full","SE-2013-1149192","NC",36.09977,"Ð76.21165","2013-07-18","2013-06-22","FEMALE","ADULT",36
"2",128,"Full","SE-2013-1153069","SC",32.8389,"Ð79.70129","2013-10-31","2013-10-05","MALE","SUBADULT",33
"3",1968,"Full","SE-2013-1153070","SC",32.66444,"Ð79.91669","2013-11-01","2013-10-09","UNKNOWN","",33
"6",4258,"Full","NE-2013-1150754","MD",38.240829,"Ð75.135869","2013-09-03","2013-08-05","MALE","ADULT",38
"7",4259,"Full","NE-2013-1150755","MD",38.264927,"Ð75.126327","2013-09-04","2013-08-10","MALE","SUBADULT",38
"8",4745,"Full","NE-2013-1148812","VA",38.07062,"Ð76.53525","2013-06-21","2013-05-19","MALE","UNKNOWN",38
"9",5110,"Full","NE-2014-1157542","DE",38.855875,"Ð75.242609","2014-05-05","2014-03-28","FEMALE","ADULT",39
"11",5658,"Full","SE-2013-1148070","SC",32.55096,"Ð80.217485","2013-04-11","2013-03-15","FEMALE","ADULT",33
"13",5661,"Full","SE-2013-1148073","SC",32.76831,"Ð79.8159","2013-04-18","2013-03-23","MALE","ADULT",33
"14",5670,"Full","NE-2014-1157515","VA",36.77655,"Ð75.95477","2014-05-29","2014-05-03","FEMALE","UNKNOWN",37
"15",5671,"Full","NE-2014-1157516","VA",36.93639,"Ð76.21282","2014-05-31","2014-04-23","MALE","UNKNOWN",37
"16",5672,"Full","NE-2014-1157517","VA",36.94841,"Ð76.24017","2014-06-01","2014-04-27","MALE","UNKNOWN",37
"17",5673,"Full","NE-2014-1157518","VA",37.301104,"Ð76.277587","2014-06-02","2014-05-07","UNKNOWN","UNKNOWN",37
"18",5674,"Full","NE-2014-1157519","VA",37.12658,"Ð75.88795","2014-06-03","2014-04-28","MALE","UNKNOWN",37
"19",5676,"Full","NE-2014-1157521","VA",37.63075,"Ð76.28859","2014-06-06","2014-05-15","MALE","UNKNOWN",38
"20",5746,"Full","NE-2014-1157543","DE",38.676716,"Ð75.068851","2014-05-17","2014-04-15","MALE","SUBADULT",39
"21",5747,"Full","NE-2014-1157544","DE",38.913557,"Ð75.304056","2014-05-29","2014-05-01","MALE","",39
"22",5749,"Full","NE-2014-1157614","VA",37.36717,"Ð76.25649","2014-06-03","2014-05-04","FEMALE","UNKNOWN",37
"23",5750,"Full","NE-2014-1157615","VA",36.92223,"Ð76.13821","2014-06-03","2014-04-29","MALE","UNKNOWN",37
"24",5788,"Full","SE-2013-1147402","NC",35.72876,"Ð75.49809","2013-03-14","2013-02-16","MALE","",36
"25",5794,"Full","SE-2013-1148225","NC",35.262,"Ð75.577","2013-05-05","2013-04-15","FEMALE","",35
"26",5796,"Full","SE-2013-1148227","NC",35.22023,"Ð75.65572","2013-05-08","2013-04-16","MALE","ADULT",35
"27",5797,"Full","SE-2013-1148228","NC",35.441535,"Ð75.484663","2013-05-09","2013-04-13","FEMALE","PUP/CALF",35
"29",5799,"Full","SE-2013-1148230","NC",34.71594,"Ð76.45013","2013-05-02","2013-04-11","FEMALE","SUBADULT",35
"30",5803,"Full","NE-2013-1150513","VA",36.9539,"Ð76.2489","2013-08-30","2013-08-03","UNKNOWN","UNKNOWN",37
"31",5804,"Full","NE-2013-1150514","VA",36.879581,"Ð75.982556","2013-08-30","2013-08-07","UNKNOWN","UNKNOWN",37
"32",5806,"Full","NE-2013-1150516","VA",37.64616,"Ð76.33316","2013-08-31","2013-08-03","UNKNOWN","UNKNOWN",38
"34",5808,"Full","NE-2013-1150538","VA",37.188321,"Ð75.998642","2013-09-02","2013-08-08","MALE","UNKNOWN",37
"35",5809,"Full","NE-2013-1150539","VA",37.1838,"Ð75.995","2013-09-02","2013-07-28","UNKNOWN","UNKNOWN",37
"36",5819,"Full","NE-2013-1149915","VA",36.6769,"Ð75.91454","2013-08-17","2013-07-18","MALE","UNKNOWN",37
"37",5820,"Full","NE-2013-1149917","VA",36.843269,"Ð75.971535","2013-08-17","2013-07-13","UNKNOWN","UNKNOWN",37
"38",5869,"Full","NE-2013-1150540","VA",37.1805,"Ð75.9927","2013-09-02","2013-08-09","MALE","UNKNOWN",37
"39",5870,"Full","NE-2013-1150541","VA",37.091343,"Ð75.979573","2013-09-02","2013-08-03","UNKNOWN","UNKNOWN",37
"41",5872,"Full","NE-2013-1150543","VA",36.91219,"Ð76.08319","2013-09-04","2013-08-02","MALE","UNKNOWN",37
"42",5873,"Full","SE-2013-1150547","NC",33.994756,"Ð77.90708","2013-09-04","2013-08-15","MALE","SUBADULT",34
"43",5895,"Full","SE-2013-1148231","NC",34.97254,"Ð76.16316","2013-05-06","2013-04-14","MALE","SUBADULT",35
"44",5896,"Full","SE-2013-1148232","NC",34.6708,"Ð76.98272","2013-05-07","2013-04-21","MALE","SUBADULT",35
"45",5943,"Full","SE-2013-1147863","NC",34.69514,"Ð76.70889","2013-04-09","2013-03-24","MALE","ADULT",35
"46",5977,"Full","SE-2013-1148672","NC",34.59632,"Ð76.53953","2013-06-11","2013-05-22","MALE","ADULT",35
"47",5978,"Full","NE-2013-1151604","VA",36.90932,"Ð76.09814","2013-09-29","2013-09-02","FEMALE","UNKNOWN",37
"49",5980,"Full","NE-2013-1151606","VA",36.9164,"Ð76.0628","2013-09-30","2013-09-03","UNKNOWN","UNKNOWN",37
"50",5981,"Full","NE-2013-1151607","VA",36.91385,"Ð76.07311","2013-09-30","2013-09-07","FEMALE","UNKNOWN",37
"53",5986,"Full","NE-2013-1151612","VA",36.96886,"Ð76.28412","2013-09-26","2013-08-23","UNKNOWN","UNKNOWN",37
"54",6022,"Full","NE-2013-1150799","MD",38.237757,"Ð75.135651","2013-09-07","2013-08-10","MALE","SUBADULT",38
"56",6049,"Full","SE-2013-1148981","SC",32.13142,"Ð80.83807","2013-06-25","2013-05-27","MALE","ADULT",32
"57",6050,"Full","NE-2013-1148991","VA",37.60152,"Ð75.61531","2013-06-26","2013-05-26","UNKNOWN","UNKNOWN",38
"58",6051,"Full","NE-2013-1148992","VA",37.83905,"Ð76.24979","2013-07-01","2013-05-28","MALE","UNKNOWN",38
"59",6052,"Full","NE-2013-1149925","VA",36.94384,"Ð76.23278","2013-08-17","2013-07-12","UNKNOWN","UNKNOWN",37
"60",6053,"Full","NE-2013-1149927","VA",37.17622,"Ð75.98981","2013-08-15","2013-07-14","MALE","UNKNOWN",37
"61",6054,"Full","NE-2013-1151613","VA",36.9094,"Ð76.0851","2013-09-28","2013-09-11","MALE","UNKNOWN",37
"62",6055,"Full","NE-2013-1151614","VA",36.91527,"Ð76.06493","2013-09-25","2013-09-09","MALE","UNKNOWN",37
"63",6058,"Full","SE-2014-1155798","SC",32.15402,"Ð80.85194","2014-01-18","2013-12-21","UNKNOWN","SUBADULT",32
"64",6059,"Full","SE-2014-1155800","SC",32.749722,"Ð79.894166","2014-01-22","2013-12-28","FEMALE","ADULT",33
"65",6126,"Full","NE-2013-1149605","NJ",39.683011,"Ð74.147173","2013-07-27","2013-07-01","UNKNOWN","SUBADULT",40
"66",6132,"Full","NE-2013-1149929","VA",37.084008,"Ð76.273614","2013-08-17","2013-07-16","FEMALE","UNKNOWN",37
"67",6133,"Full","NE-2013-1149932","VA",36.738225,"Ð75.9399","2013-08-17","2013-07-15","FEMALE","UNKNOWN",37
"68",6134,"Full","NE-2013-1149934","VA",36.82114,"Ð75.96726","2013-08-17","2013-07-21","UNKNOWN","UNKNOWN",37
"70",6136,"Full","NE-2013-1149937","MD",38.179764,"Ð75.160808","2013-08-17","2013-07-12","UNKNOWN","UNKNOWN",38
"71",6137,"Full","NE-2013-1149939","VA",36.92936,"Ð76.17319","2013-08-17","2013-07-20","UNKNOWN","UNKNOWN",37
"72",6140,"Full","SE-2014-1155829","NC",36.277966,"Ð75.791771","2014-03-10","2014-02-16","MALE","ADULT",36
"74",6213,"Full","NE-2013-1149944","VA",36.9261,"Ð76.0029","2013-08-17","2013-08-01","MALE","UNKNOWN",37
"75",6219,"Full","SE-2014-1155876","NC",35.21943,"Ð75.53179","2014-03-07","2014-02-02","MALE","ADULT",35
"76",6280,"Full","NE-2013-1149953","VA",37.14636,"Ð75.97444","2013-08-13","2013-07-07","MALE","UNKNOWN",37
"77",6281,"Full","NE-2013-1149954","VA",36.93886,"Ð76.22058","2013-08-15","2013-07-21","MALE","UNKNOWN",37
"78",6282,"Full","NE-2013-1149955","VA",36.91025,"Ð76.10043","2013-08-15","2013-07-09","FEMALE","UNKNOWN",37
"80",6284,"Full","NE-2013-1149957","VA",37.0104,"Ð76.3105","2013-08-16","2013-07-25","FEMALE","UNKNOWN",37
"81",6285,"Full","NE-2013-1149958","VA",37.81417,"Ð76.27161","2013-08-14","2013-07-14","UNKNOWN","UNKNOWN",38
"82",6287,"Full","NE-2013-1149960","VA",36.66033,"Ð75.90538","2013-08-16","2013-07-24","MALE","UNKNOWN",37
"83",6288,"Full","NE-2013-1149961","VA",36.77895,"Ð75.956201","2013-08-16","2013-07-22","MALE","UNKNOWN",37
"84",6289,"Full","SE-2013-1149962","NC",35.70095,"Ð75.48625","2013-08-16","2013-07-22","MALE","PUP/CALF",36
"85",6290,"Full","SE-2013-1149963","NC",35.48096,"Ð75.47942","2013-08-19","2013-08-02","MALE","PUP/CALF",35
"86",6326,"Full","SE-2013-1147981","NC",35.1451,"Ð75.87373","2013-04-20","2013-03-31","UNKNOWN","PUP/CALF",35
"87",6329,"Full","SE-2013-1148021","SC",32.78588,"Ð80.11019","2013-03-14","2013-02-22","MALE","ADULT",33
"88",6330,"Full","SE-2013-1148022","SC",32.85949,"Ð79.90018","2013-03-18","2013-02-25","FEMALE","ADULT",33
"89",6334,"Full","SE-2013-1148331","NC",34.51434,"Ð77.37097","2013-05-15","2013-04-19","MALE","PUP/CALF",35
"90",6335,"Full","NE-2013-1148332","NJ",40.352732,"Ð74.07147","2013-04-12","2013-03-07","UNKNOWN","ADULT",40
"91",6339,"Full","NE-2013-1148336","VA",37.82762,"Ð76.26362","2013-04-27","2013-03-24","MALE","UNKNOWN",38
"95",6347,"Full","SE-2013-1152881","NC",35.01369,"Ð76.30582","2013-11-17","2013-10-24","MALE","ADULT",35
"96",6367,"Full","SE-2013-1150965","NC",35.22931,"Ð75.62081","2013-09-15","2013-08-22","MALE","ADULT",35
"97",6368,"Full","SE-2013-1149964","NC",35.3735,"Ð75.49298","2013-08-19","2013-07-25","UNKNOWN","ADULT",35
"98",6369,"Full","SE-2013-1149965","NC",35.92176,"Ð75.60229","2013-08-20","2013-08-02","MALE","UNKNOWN",36
"99",6371,"Full","NE-2013-1149424","VA",37.076947,"Ð76.275512","2013-07-25","2013-06-18","MALE","ADULT",37
"100",6374,"Full","SE-2014-1155893","NC",35.45612,"Ð75.48257","2014-03-14","2014-02-16","MALE","ADULT",35
"104",6423,"Full","SE-2013-1148405","SC",32.75763,"Ð79.83917","2013-05-21","2013-04-24","MALE","PUP/CALF",33
"105",6430,"Full","SE-2013-1148542","GA",31.45886,"Ð81.21854","2013-05-14","2013-04-26","UNKNOWN","UNKNOWN",31
"106",6432,"Full","NE-2013-1152933","DE",38.633232,"Ð75.065417","2013-08-30","2013-07-26","UNKNOWN","ADULT",39
"108",6434,"Full","NE-2013-1152935","DE",38.697045,"Ð75.072305","2013-10-10","2013-09-02","UNKNOWN","SUBADULT",39
"110",6448,"Full","SE-2013-1152856","NC",35.1497,"Ð75.86379","2013-11-11","2013-10-09","UNKNOWN","ADULT",35
"111",6449,"Full","NE-2013-1152857","MD",38.247023,"Ð75.130665","2013-11-16","2013-10-13","FEMALE","ADULT",38
"113",6500,"Full","SE-2013-1148078","GA",31.976667,"Ð81.010278","2013-04-02","2013-03-08","MALE","ADULT",32
"115",6504,"Full","SE-2013-1148083","GA",31.9736,"Ð81.0029","2013-04-15","2013-03-12","MALE","PUP/CALF",32
"117",6508,"Full","NE-2013-1148994","DE",38.688215,"Ð75.07076","2013-06-06","2013-05-06","MALE","PUP/CALF",39
"118",6511,"Full","SE-2013-1153073","SC",33.39083,"Ð79.14236","2013-11-04","2013-10-15","FEMALE","SUBADULT",33
"119",6586,"Full","SE-2013-1148092","NC",33.91382,"Ð78.15559","2013-04-24","2013-04-03","FEMALE","",34
"120",6587,"Full","NE-2013-1148995","DE",38.543611,"Ð75.054167","2013-06-13","2013-05-12","MALE","PUP/CALF",39
"121",6588,"Full","NE-2013-1148996","DE",38.731749,"Ð75.078024","2013-06-22","2013-06-07","FEMALE","PUP/CALF",39
"122",6589,"Full","NE-2013-1148998","VA",37.54396,"Ð75.93085","2013-06-24","2013-05-17","UNKNOWN","UNKNOWN",38
"123",6597,"Full","SE-2013-1153109","NC",34.8665,"Ð76.29928","2013-12-04","2013-11-08","MALE","SUBADULT",35
"124",6598,"Full","SE-2013-1153110","NC",34.8664,"Ð76.30191","2013-12-04","2013-11-01","MALE","ADULT",35
"127",6670,"Full","SE-2013-1148110","NC",34.69732,"Ð76.74497","2013-04-25","2013-03-31","FEMALE","PUP/CALF",35
"128",6671,"Full","SE-2013-1148115","NC",34.54099,"Ð77.3175","2013-04-26","2013-03-19","UNKNOWN","YEARLING",35
"129",6676,"Full","SE-2013-1148125","NC",34.647644,"Ð77.08177","2013-04-27","2013-04-11","MALE","",35
"130",6680,"Full","NE-2013-1149561","DE",38.55424,"Ð75.056233","2013-07-09","2013-06-05","MALE","ADULT",39
"131",6681,"Full","NE-2013-1149562","DE",38.663179,"Ð75.06634","2013-08-04","2013-07-14","FEMALE","SUBADULT",39
"132",6703,"Full","NE-2014-1156478","VA",37.75494,"Ð75.54752","2014-04-02","2014-02-23","UNKNOWN","UNKNOWN",38
"134",6705,"Full","NE-2014-1156480","VA",36.61406,"Ð75.88411","2014-04-16","2014-03-10","MALE","UNKNOWN",37
"136",6744,"Full","SE-2013-1148129","NC",34.052469,"Ð77.883168","2013-05-01","2013-04-06","MALE","",34
"137",6745,"Full","SE-2013-1148130","NC",34.93648,"Ð76.2086","2013-04-29","2013-04-12","MALE","PUP/CALF",35
"138",6750,"Full","SE-2013-1154752","SC",32.616042,"Ð80.229197","2013-12-20","2013-11-27","FEMALE","ADULT",33
"139",6751,"Full","SE-2013-1154753","SC",32.569225,"Ð80.207897","2013-12-21","2013-11-12","FEMALE","ADULT",33
"140",6752,"Full","SE-2013-1154755","SC",33.8185,"Ð78.6692","2013-12-23","2013-11-20","MALE","SUBADULT",34
"142",6763,"Full","SE-2013-1148023","SC",32.04186,"Ð80.87138","2013-03-20","2013-02-26","UNKNOWN","",32
"145",6766,"Full","SE-2013-1148029","SC",32.383941,"Ð80.433325","2013-03-29","2013-02-23","MALE","ADULT",32
"146",6769,"Full","SE-2013-1148033","SC",32.387554,"Ð80.431101","2013-03-30","2013-03-03","MALE","PUP/CALF",32
"147",6776,"Full","NE-2014-1156858","VA",37.850851,"Ð75.384066","2014-04-22","2014-03-30","MALE","UNKNOWN",38
"148",6777,"Full","NE-2014-1156859","VA",37.79472,"Ð76.31415","2014-04-27","2014-04-03","FEMALE","UNKNOWN",38
"149",6779,"Full","NE-2014-1156861","VA",37.09323,"Ð75.94055","2014-05-03","2014-03-30","MALE","UNKNOWN",37
"150",6822,"Full","NE-2013-1148134","MD",38.131125,"Ð75.178128","2013-04-25","2013-03-21","MALE","",38
"151",6824,"Full","SE-2013-1148136","NC",35.23408,"Ð75.58344","2013-04-28","2013-04-04","FEMALE","SUBADULT",35
"152",6825,"Full","SE-2013-1148137","NC",35.84,"Ð75.56034","2013-04-30","2013-04-12","FEMALE","ADULT",36
"154",6841,"Full","SE-2013-1154838","SC",32.56013,"Ð80.17896","2013-12-29","2013-11-23","MALE","ADULT",33
"156",6843,"Full","NE-2013-1154841","MD",38.354137,"Ð75.072822","2013-09-19","2013-08-15","UNKNOWN","UNKNOWN",38
"157",6844,"Full","NE-2013-1154842","MD",38.078685,"Ð75.361482","2013-09-20","2013-08-29","MALE","ADULT",38
"158",6845,"Full","NE-2013-1154843","MD",38.36354,"Ð75.069524","2013-09-21","2013-08-25","MALE","SUBADULT",38
"159",6850,"Full","SE-2013-1148036","SC",32.79958,"Ð79.77637","2013-04-01","2013-02-24","MALE","ADULT",33
"163",6854,"Full","SE-2013-1148063","NC",35.01279,"Ð76.11082","2013-04-23","2013-03-27","FEMALE","PUP/CALF",35
"164",6856,"Full","SE-2013-1148066","SC",32.58406,"Ð80.132995","2013-04-04","2013-03-09","MALE","PUP/CALF",33
"166",6858,"Full","SE-2013-1148069","SC",32.75667,"Ð79.85712","2013-04-08","2013-03-07","FEMALE","PUP/CALF",33
"167",6866,"Full","NE-2014-1157514","VA",37.187925,"Ð75.998233","2014-05-27","2014-04-27","MALE","",37
"168",6870,"Full","NE-2014-1157594","NJ",38.938356,"Ð74.971711","2014-05-23","2014-04-19","UNKNOWN","PUP/CALF",39
"169",6911,"Full","SE-2013-1147731","NC",34.97089,"Ð76.16542","2013-04-01","2013-03-09","MALE","PUP/CALF",35
"170",6912,"Full","SE-2013-1147732","NC",36.1945,"Ð75.75588","2013-03-30","2013-03-11","UNKNOWN","SUBADULT",36
"171",6919,"Full","NE-2013-1148171","NJ",40.381863,"Ð73.980335","2013-04-01","2013-02-26","UNKNOWN","",40
"172",6921,"Full","NE-2013-1148173","NJ",40.375777,"Ð74.023291","2013-04-05","2013-03-02","UNKNOWN","ADULT",40
"173",6923,"Full","NE-2013-1154926","NJ",39.087751,"Ð74.722255","2013-09-06","2013-08-18","MALE","YEARLING",39
"175",6946,"Full","SE-2014-1156431","SC",32.115037,"Ð80.828855","2014-04-05","2014-03-18","MALE","SUBADULT",32
"176",6947,"Full","SE-2014-1156432","SC",33.017702,"Ð79.475519","2014-04-09","2014-03-19","UNKNOWN","PUP/CALF",33
"177",6948,"Full","SE-2014-1156433","SC",32.78949,"Ð79.77647","2014-04-11","2014-03-14","MALE","ADULT",33
"178",6949,"Full","SE-2014-1156434","SC",32.114538,"Ð80.840356","2014-04-14","2014-03-25","UNKNOWN","PUP/CALF",32
"179",6950,"Full","NE-2014-1156917","NY",40.7292,"Ð74.016","2014-05-09","2014-04-08","FEMALE","ADULT",41
"181",6953,"Full","SE-2014-1156920","NC",35.965376,"Ð75.626996","2014-05-11","2014-04-16","MALE","ADULT",36
"182",6954,"Full","SE-2014-1156921","NC",35.43277,"Ð75.48399","2014-05-10","2014-04-19","FEMALE","SUBADULT",35
"185",6959,"Full","SE-2014-1158517","SC",32.122757,"Ð80.787831","2014-07-20","2014-06-26","FEMALE","ADULT",32
"186",6961,"Full","NE-2014-1158587","MD",38.210748,"Ð76.379644","2014-07-18","2014-06-17","UNKNOWN","SUBADULT",38
"187",6984,"Full","SE-2014-1156922","NC",35.80912,"Ð75.54593","2014-05-12","2014-04-22","FEMALE","ADULT",36
"188",6987,"Full","NE-2014-1156925","VA",37.45141,"Ð75.96966","2014-04-02","2014-03-10","FEMALE","UNKNOWN",37
"190",7011,"Full","NE-2013-1154856","MD",38.449172,"Ð75.049351","2013-09-30","2013-09-08","MALE","SUBADULT",38
"191",7012,"Full","NE-2013-1154858","MD",38.061969,"Ð75.217691","2013-09-30","2013-09-05","MALE","ADULT",38
"192",7019,"Full","SE-2013-1149037","NC",34.17726,"Ð77.81689","2013-07-05","2013-06-17","FEMALE","SUBADULT",34
"193",7021,"Full","NE-2013-1150498","VA",37.81119,"Ð76.3158","2013-08-24","2013-07-21","UNKNOWN","UNKNOWN",38
"195",7023,"Full","NE-2013-1150501","MD",38.435183,"Ð75.051612","2013-08-25","2013-07-30","FEMALE","SUBADULT",38
"196",7024,"Full","NE-2013-1150502","VA",37.14558,"Ð75.86892","2013-08-24","2013-07-20","MALE","UNKNOWN",37
"197",7025,"Full","NE-2013-1150503","VA",37.27204,"Ð76.02183","2013-08-27","2013-08-02","MALE","UNKNOWN",37
"198",7026,"Full","NE-2013-1150504","VA",37.08463,"Ð75.96872","2013-08-27","2013-07-31","MALE","UNKNOWN",37
"199",7027,"Full","NE-2013-1150505","MD",38.437,"Ð75.051","2013-08-29","2013-08-15","FEMALE","ADULT",38
"200",7028,"Full","NE-2013-1150506","VA",37.157033,"Ð75.984983","2013-08-27","2013-07-31","MALE","UNKNOWN",37
"201",7029,"Full","NE-2013-1150507","VA",37.6201,"Ð76.32209","2013-08-27","2013-07-24","MALE","UNKNOWN",38
"202",7030,"Full","NE-2013-1150508","VA",37.077768,"Ð76.275136","2013-08-28","2013-07-29","UNKNOWN","UNKNOWN",37
"203",7031,"Full","NE-2013-1150509","VA",36.9196,"Ð75.9944","2013-08-29","2013-08-07","UNKNOWN","UNKNOWN",37
"204",7032,"Full","SE-2013-1150510","NC",35.38614,"Ð75.48965","2013-09-02","2013-08-12","MALE","SUBADULT",35
"205",7034,"Full","NE-2013-1149352","NJ",40.272016,"Ð73.984431","2013-07-09","2013-06-16","FEMALE","",40
"206",7038,"Full","SE-2013-1148979","NC",36.0176,"Ð76.58691","2013-06-30","2013-06-06","MALE","",36
"207",7039,"Full","NE-2013-1148993","VA",37.245219,"Ð76.01924","2013-07-03","2013-05-28","FEMALE","UNKNOWN",37
"209",7041,"Full","NE-2013-1149000","VA",37.81832,"Ð76.26543","2013-07-04","2013-06-06","MALE","UNKNOWN",38
"210",7042,"Full","NE-2013-1150104","VA",36.9319,"Ð76.02916","2013-08-20","2013-07-18","UNKNOWN","UNKNOWN",37
"211",7043,"Full","NE-2013-1150105","VA",36.92454,"Ð76.14982","2013-08-21","2013-07-27","FEMALE","UNKNOWN",37
"212",7044,"Full","NE-2013-1150106","VA",37.07336,"Ð76.27851","2013-08-18","2013-07-16","UNKNOWN","UNKNOWN",37
"213",7045,"Full","NE-2013-1150107","VA",37.8139,"Ð76.27267","2013-08-17","2013-07-21","MALE","UNKNOWN",38
"214",7046,"Full","NE-2013-1150109","VA",37.05506,"Ð76.28389","2013-08-21","2013-07-24","MALE","UNKNOWN",37
"215",7047,"Full","NE-2013-1150111","VA",37.096165,"Ð76.275786","2013-08-21","2013-07-23","MALE","UNKNOWN",37
"216",7048,"Full","NE-2013-1150112","VA",37.16587,"Ð75.9867","2013-08-22","2013-07-19","FEMALE","UNKNOWN",37
"217",7056,"Full","SE-2014-1158320","NC",35.98685,"Ð76.19431","2014-07-09","2014-06-18","MALE","ADULT",36
"218",7057,"Full","NE-2014-1158328","VA",36.96253,"Ð76.26381","2014-07-12","2014-06-19","UNKNOWN","UNKNOWN",37
"221",7071,"Full","NE-2014-1158829","NY",40.9055,"Ð72.2915","2014-07-23","2014-07-02","FEMALE","",41
"222",7072,"Full","NE-2014-1158844","NJ",40.226113,"Ð73.997105","2014-07-27","2014-07-03","UNKNOWN","",40
"223",7073,"Full","NE-2014-1158845","NJ",40.468538,"Ð73.993934","2014-08-02","2014-07-04","UNKNOWN","",40
"224",7074,"Full","NE-2014-1158846","NJ",39.968549,"Ð74.065399","2014-08-03","2014-07-02","FEMALE","ADULT",40
"225",7075,"Full","NE-2014-1158847","NJ",40.002205,"Ð74.058073","2014-08-10","2014-07-19","MALE","ADULT",40
"226",7076,"Full","NE-2014-1158848","NJ",40.689522,"Ð74.05085","2014-08-13","2014-07-24","MALE","ADULT",41
"227",7077,"Full","NE-2013-1148887","MD",38.053385,"Ð76.336248","2013-06-27","2013-05-30","UNKNOWN","ADULT",38
"229",7103,"Full","NE-2013-1150511","VA",36.81372,"Ð75.96543","2013-08-28","2013-07-27","FEMALE","UNKNOWN",37
"230",7104,"Full","NE-2013-1150512","VA",36.76084,"Ð75.9487","2013-08-27","2013-07-26","UNKNOWN","UNKNOWN",37
"231",7105,"Full","NE-2013-1151615","VA",37.62387,"Ð76.3436","2013-09-29","2013-08-24","FEMALE","UNKNOWN",38
"232",7132,"Full","NE-2013-1149453","VA",36.94698,"Ð76.23801","2013-07-30","2013-06-24","UNKNOWN","UNKNOWN",37
"233",7169,"Full","SE-2013-1153020","NC",33.87112,"Ð78.48709","2013-11-27","2013-11-10","MALE","ADULT",34
"234",7175,"Full","SE-2014-1154745","NC",34.05637,"Ð77.88118","2014-01-02","2013-12-15","MALE","",34
"235",7182,"Full","NE-2013-1150133","VA",36.7915,"Ð75.9594","2013-08-23","2013-07-28","FEMALE","UNKNOWN",37
"236",7183,"Full","NE-2013-1150135","VA",37.3062,"Ð76.2731","2013-08-07","2013-07-07","UNKNOWN","UNKNOWN",37
"237",7184,"Full","NE-2013-1150136","VA",36.92982,"Ð76.18224","2013-08-15","2013-07-26","MALE","UNKNOWN",37
"238",7185,"Full","NE-2013-1150137","VA",37.165029,"Ð75.984286","2013-08-12","2013-07-15","MALE","UNKNOWN",37
"239",7188,"Full","SE-2014-1156956","NC",35.59213,"Ð75.46233","2014-05-12","2014-04-25","MALE","ADULT",36
"240",7189,"Full","SE-2014-1156957","NC",35.42768,"Ð76.7393","2014-05-13","2014-04-18","MALE","ADULT",35
"243",7192,"Full","NE-2014-1157171","VA",37.1689,"Ð75.9875","2014-05-20","2014-04-24","MALE","UNKNOWN",37
"245",7196,"Full","SE-2014-1157175","NC",35.931246,"Ð75.607939","2014-05-29","2014-04-26","MALE","ADULT",36
"246",7210,"Full","SE-2014-1158493","SC",32.139341,"Ð80.81858","2014-06-17","2014-05-26","UNKNOWN","PUP/CALF",32
"248",7213,"Full","SE-2014-1158496","SC",32.702163,"Ð79.915655","2014-06-20","2014-05-24","UNKNOWN","PUP/CALF",33
"249",7214,"Full","SE-2014-1158497","SC",32.607613,"Ð80.202333","2014-06-23","2014-06-02","UNKNOWN","YEARLING",33
"250",7233,"Full","SE-2014-1155165","NC",35.21519,"Ð75.53111","2014-01-23","2014-01-02","MALE","ADULT",35
"251",7252,"Full","SE-2013-1147893","NC",35.57845,"Ð75.46924","2013-04-10","2013-03-16","FEMALE","SUBADULT",36
"252",7255,"Full","SE-2013-1149077","SC",32.954167,"Ð79.643","2013-06-30","2013-06-10","UNKNOWN","PUP/CALF",33
"253",7257,"Full","SE-2013-1153036","NC",33.90395,"Ð77.94863","2013-11-29","2013-11-03","MALE","ADULT",34
"255",7259,"Full","SE-2013-1153038","NC",33.86449,"Ð78.0091","2013-11-27","2013-11-02","MALE","SUBADULT",34
"256",7260,"Full","SE-2013-1153047","SC",32.15321,"Ð80.79483","2013-09-23","2013-08-18","MALE","SUBADULT",32
"258",7262,"Full","SE-2013-1153049","SC",32.60216,"Ð80.15766","2013-10-04","2013-08-27","MALE","ADULT",33
"259",7263,"Full","SE-2013-1153050","SC",33.83067,"Ð78.6303","2013-10-17","2013-09-20","FEMALE","SUBADULT",34
"260",7264,"Full","SE-2014-1156429","NC",35.77503,"Ð75.587566","2014-04-09","2014-03-04","MALE","ADULT",36
"261",7273,"Full","SE-2013-1152719","NC",34.092386,"Ð77.866511","2013-11-02","2013-10-04","UNKNOWN","",34
"262",7274,"Full","SE-2013-1152720","NC",35.99148,"Ð75.64204","2013-11-06","2013-10-06","UNKNOWN","",36
"263",7275,"Full","SE-2013-1152721","NC",34.70768,"Ð76.680198","2013-11-06","2013-10-15","FEMALE","PUP/CALF",35
"264",7279,"Full","NE-2013-1150138","VA",37.0485,"Ð76.2864","2013-08-16","2013-07-18","UNKNOWN","UNKNOWN",37
"265",7280,"Full","NE-2013-1150296","VA",36.920957,"Ð75.996131","2013-08-24","2013-07-18","FEMALE","UNKNOWN",37
"266",7281,"Full","NE-2013-1150297","VA",36.909358,"Ð75.989535","2013-08-24","2013-07-24","FEMALE","UNKNOWN",37
"267",7282,"Full","SE-2013-1150298","SC",32.1127,"Ð80.8457","2013-08-12","2013-07-20","FEMALE","ADULT",32
"268",7283,"Full","NE-2013-1150299","VA",36.927628,"Ð76.006459","2013-08-24","2013-07-26","MALE","UNKNOWN",37
